state,parlimen,code_parlimen,dun,code_dun,area_compute,area_gazette,diff,diff_perc
Kedah,P.006 Kubang Pasu,P.006,N.06 Jitra,N.06,174.3,175,-0.7,-0.4
Selangor,P.096 Kuala Selangor,P.096,N.12 Jeram,N.12,168.3,169,-0.7,-0.41
Selangor,P.101 Hulu Langat,P.101,N.24 Semenyih,N.24,335.6,337,-1.4,-0.42
Pulau Pinang,P.041 Kepala Batas,P.041,N.02 Bertam,N.02,23.9,24,-0.1,-0.42
Pulau Pinang,P.044 Permatang Pauh,P.044,N.10 Seberang Jaya,N.10,21.9,22,-0.1,-0.45
Pahang,P.088 Temerloh,P.088,N.30 Mentakab,N.30,42.8,43,-0.2,-0.47
Johor,P.154 Mersing,P.154,N.32 Endau,N.32,1098.8,1104,-5.2,-0.47
Kelantan,P.031 Kuala Krai,P.031,N.41 Manek Urai,N.41,483.7,486,-2.3,-0.47
Negeri Sembilan,P.131 Rembau,P.131,N.26 Chembong,N.26,192.1,193,-0.9,-0.47
Negeri Sembilan,P.127 Jempol,P.127,N.06 Palong,N.06,367.1,369,-1.9,-0.51
Negeri Sembilan,P.129 Kuala Pilah,P.129,N.18 Pilah,N.18,55.7,56,-0.3,-0.54
Pulau Pinang,P.042 Tasek Gelugor,P.042,N.04 Permatang Berangan,N.04,55.7,56,-0.3,-0.54
Kedah,P.018 Kulim-Bandar Baharu,P.018,N.35 Kulim,N.35,417.7,420,-2.3,-0.55
Melaka,P.134 Masjid Tanah,P.134,N.02 Tanjung Bidara,N.02,35.8,36,-0.2,-0.56
Terengganu,P.034 Setiu,P.034,N.06 Permaisuri,N.06,698.0,702,-4.0,-0.57
Terengganu,P.039 Dungun,P.039,N.26 Rantau Abang,N.26,251.5,253,-1.5,-0.59
Kelantan,P.023 Rantau Panjang,P.023,N.14 Chetok,N.14,82.5,83,-0.5,-0.6
Negeri Sembilan,P.130 Rasah,P.130,N.21 Bukit Kepayang,N.21,48.7,49,-0.3,-0.61
Kedah,P.015 Sungai Petani,P.015,N.29 Sidam,N.29,96.4,97,-0.6,-0.62
Kedah,P.008 Pokok Sena,P.008,N.10 Bukit Pinang,N.10,80.5,81,-0.5,-0.62
Kedah,P.010 Kuala Kedah,P.010,N.15 Anak Bukit,N.15,80.5,81,-0.5,-0.62
Kedah,P.007 Padang Terap,P.007,N.08 Pedu,N.08,685.7,690,-4.3,-0.62
Johor,P.150 Batu Pahat,P.150,N.25 Rengit,N.25,197.7,199,-1.3,-0.65
Perak,P.077 Tanjong Malim,P.077,N.58 Slim,N.58,516.6,520,-3.4,-0.65
Pahang,P.080 Raub,P.080,N.06 Batu Talam,N.06,1056.0,1063,-7.0,-0.66
Pahang,P.085 Pekan,P.085,N.21 Peramu Jaya,N.21,225.5,227,-1.5,-0.66
Pahang,P.084 Paya Besar,P.084,N.17 Sungai Lembing,N.17,1031.5,1039,-7.5,-0.72
Perlis,P.001 Padang Besar,P.001,N.05 Santan,N.05,26.8,27,-0.2,-0.74
Pulau Pinang,P.041 Kepala Batas,P.041,N.01 Penaga,N.01,38.7,39,-0.3,-0.77
Johor,P.141 Sekijang,P.141,N.04 Kemelah,N.04,317.5,320,-2.5,-0.78
Selangor,P.104 Subang,P.104,N.31 Subang Jaya,N.31,24.8,25,-0.2,-0.8
Kelantan,P.029 Machang,P.029,N.35 Kemuning,N.35,248.0,250,-2.0,-0.8
Melaka,P.139 Jasin,P.139,N.27 Merlimau,N.27,87.3,88,-0.7,-0.8
Pulau Pinang,P.051 Bukit Gelugor,P.051,N.34 Paya Terubong,N.34,23.8,24,-0.2,-0.83
Terengganu,P.038 Hulu Terengganu,P.038,N.21 Telemung,N.21,3217.8,3246,-28.2,-0.87
Perak,P.068 Beruas,P.068,N.36 Pengkalan Baharu,N.36,383.6,387,-3.4,-0.88
Perak,P.077 Tanjong Malim,P.077,N.59 Behrang,N.59,1136.7,1147,-10.3,-0.9
Negeri Sembilan,P.132 Port Dickson,P.132,N.31 Bagan Pinang,N.31,139.7,141,-1.3,-0.92
Johor,P.162 Iskandar Puteri,P.162,N.49 Kota Iskandar,N.49,253.6,256,-2.4,-0.94
Pahang,P.089 Bentong,P.089,N.33 Bilut,N.33,266.4,269,-2.6,-0.97
Perak,P.060 Taiping,P.060,N.17 Pokok Assam,N.17,49.5,50,-0.5,-1.0
Negeri Sembilan,P.128 Seremban,P.128,N.09 Lenggeng,N.09,268.2,271,-2.8,-1.03
Pulau Pinang,P.048 Bukit Bendera,P.048,N.23 Air Putih,N.23,28.7,29,-0.3,-1.03
Kedah,P.018 Kulim-Bandar Baharu,P.018,N.36 Bandar Baharu,N.36,267.2,270,-2.8,-1.04
Kelantan,P.024 Kubang Kerian,P.024,N.18 Pasir Tumboh,N.18,47.5,48,-0.5,-1.04
Selangor,P.113 Sepang,P.113,N.56 Sungai Pelek,N.56,236.5,239,-2.5,-1.05
Pulau Pinang,P.044 Permatang Pauh,P.044,N.12 Penanti,N.12,46.5,47,-0.5,-1.06
Terengganu,P.033 Besut,P.033,N.03 Jertih,N.03,84.1,85,-0.9,-1.06
Terengganu,P.040 Kemaman,P.040,N.29 Kemasik,N.29,310.5,314,-3.5,-1.11
Selangor,P.112 Kuala Langat,P.112,N.53 Morib,N.53,130.5,132,-1.5,-1.14
Melaka,P.136 Tangga Batu,P.136,N.11 Sungai Udang,N.11,34.6,35,-0.4,-1.14
Melaka,P.137 Hang Tuah Jaya,P.137,N.17 Bukit Katil,N.17,16.8,17,-0.2,-1.18
Negeri Sembilan,P.133 Tampin,P.133,N.36 Repah,N.36,147.2,149,-1.8,-1.21
Selangor,P.094 Hulu Selangor,P.094,N.06 Kuala Kubu Baharu,N.06,609.5,617,-7.5,-1.22
Pahang,P.089 Bentong,P.089,N.34 Ketari,N.34,526.5,533,-6.5,-1.22
Johor,P.159 Pasir Gudang,P.159,N.43 Permas,N.43,71.1,72,-0.9,-1.25
Johor,P.142 Labis,P.142,N.05 Tenang,N.05,302.1,306,-3.9,-1.27
Perak,P.058 Bagan Serai,P.058,N.10 Alor Pongsu,N.10,240.9,244,-3.1,-1.27
Kelantan,P.026 Ketereh,P.026,N.25 Kok Lanas,N.25,54.3,55,-0.7,-1.27
Negeri Sembilan,P.131 Rembau,P.131,N.27 Rantau,N.27,122.4,124,-1.6,-1.29
Negeri Sembilan,P.133 Tampin,P.133,N.35 Gemencheh,N.35,403.6,409,-5.4,-1.32
Selangor,P.110 Klang,P.110,N.47 Pandamaran,N.47,14.8,15,-0.2,-1.33
Pahang,P.078 Cameron Highlands,P.078,N.01 Tanah Rata,N.01,671.9,681,-9.1,-1.34
Pulau Pinang,P.044 Permatang Pauh,P.044,N.11 Permatang Pasir,N.11,28.6,29,-0.4,-1.38
Negeri Sembilan,P.127 Jempol,P.127,N.07 Jeram Padang,N.07,355.0,360,-5.0,-1.39
Johor,P.157 Pengerang,P.157,N.38 Penawar,N.38,461.4,468,-6.6,-1.41
Perak,P.066 Batu Gajah,P.066,N.32 Menglembu,N.32,20.7,21,-0.3,-1.43
Negeri Sembilan,P.130 Rasah,P.130,N.22 Rahang,N.22,6.9,7,-0.1,-1.43
Negeri Sembilan,P.133 Tampin,P.133,N.34 Gemas,N.34,298.6,303,-4.4,-1.45
Melaka,P.139 Jasin,P.139,N.25 Rim,N.25,135.0,137,-2.0,-1.46
Selangor,P.109 Kapar,P.109,N.43 Sementa,N.43,119.2,121,-1.8,-1.49
Johor,P.160 Johor Bahru,P.160,N.44 Larkin,N.44,19.7,20,-0.3,-1.5
Perlis,P.002 Kangar,P.002,N.06 Bintong,N.06,65.0,66,-1.0,-1.52
Melaka,P.134 Masjid Tanah,P.134,N.01 Kuala Linggi,N.01,58.1,59,-0.9,-1.53
Selangor,P.108 Shah Alam,P.108,N.41 Batu Tiga,N.41,25.6,26,-0.4,-1.54
Selangor,P.094 Hulu Selangor,P.094,N.05 Hulu Bernam,N.05,570.9,580,-9.1,-1.57
Perlis,P.002 Kangar,P.002,N.07 Sena,N.07,18.7,19,-0.3,-1.58
Johor,P.146 Muar,P.146,N.16 Sungai Balang,N.16,199.8,203,-3.2,-1.58
Perak,P.068 Beruas,P.068,N.37 Pantai Remis,N.37,287.4,292,-4.6,-1.58
Selangor,P.110 Klang,P.110,N.45 Bandar Baru Klang,N.45,24.6,25,-0.4,-1.6
Kelantan,P.019 Tumpat,P.019,N.03 Pasir Pekan,N.03,30.5,31,-0.5,-1.61
Pahang,P.083 Kuantan,P.083,N.16 Inderapura,N.16,109.2,111,-1.8,-1.62
Kedah,P.007 Padang Terap,P.007,N.07 Kuala Nerang,N.07,656.1,667,-10.9,-1.63
Perlis,P.002 Kangar,P.002,N.08 Indera Kayangan,N.08,5.9,6,-0.1,-1.67
Johor,P.161 Pulai,P.161,N.46 Perling,N.46,51.1,52,-0.9,-1.73
Perak,P.077 Tanjong Malim,P.077,N.57 Sungkai,N.57,211.1,215,-3.9,-1.81
Johor,P.145 Bakri,P.145,N.12 Bentayan,N.12,10.8,11,-0.2,-1.82
Terengganu,P.034 Setiu,P.034,N.08 Batu Rakit,N.08,132.5,135,-2.5,-1.85
Negeri Sembilan,P.132 Port Dickson,P.132,N.30 Lukut,N.30,88.3,90,-1.7,-1.89
Selangor,P.102 Bangi,P.102,N.27 Balakong,N.27,30.4,31,-0.6,-1.94
Kelantan,P.021 Kota Bharu,P.021,N.08 Tanjong Mas,N.08,14.7,15,-0.3,-2.0
Kelantan,P.028 Pasir Puteh,P.028,N.32 Gaal,N.32,96.0,98,-2.0,-2.04
Kelantan,P.025 Bachok,P.025,N.20 Tawang,N.20,71.5,73,-1.5,-2.05
Pulau Pinang,P.053 Balik Pulau,P.053,N.39 Pulau Betong,N.39,43.1,44,-0.9,-2.05
Pulau Pinang,P.047 Nibong Tebal,P.047,N.21 Sungai Acheh,N.21,37.2,38,-0.8,-2.11
Terengganu,P.033 Besut,P.033,N.02 Kota Putera,N.02,95.9,98,-2.1,-2.14
Perak,P.071 Gopeng,P.071,N.45 Simpang Pulai,N.45,118.4,121,-2.6,-2.15
Perak,P.059 Bukit Gantang,P.059,N.14 Changkat Jering,N.14,79.2,81,-1.8,-2.22
Melaka,P.138 Kota Melaka,P.138,N.19 Kesidang,N.19,21.5,22,-0.5,-2.27
Perak,P.060 Taiping,P.060,N.18 Aulong,N.18,21.5,22,-0.5,-2.27
Kedah,P.006 Kubang Pasu,P.006,N.05 Bukit Kayu Hitam,N.05,448.4,459,-10.6,-2.31
Kedah,P.008 Pokok Sena,P.008,N.11 Derga,N.11,12.7,13,-0.3,-2.31
Kedah,P.004 Langkawi,P.004,N.02 Kuah,N.02,166.6,171,-4.4,-2.57
Selangor,P.112 Kuala Langat,P.112,N.51 Sijangkang,N.51,356.4,366,-9.6,-2.62
Johor,P.150 Batu Pahat,P.150,N.24 Senggarang,N.24,211.2,217,-5.8,-2.67
Johor,P.165 Tanjung Piai,P.165,N.56 Kukup,N.56,266.4,274,-7.6,-2.77
Perak,P.071 Gopeng,P.071,N.44 Sungai Rapat,N.44,52.5,54,-1.5,-2.78
Kelantan,P.028 Pasir Puteh,P.028,N.31 Semerak,N.31,124.4,128,-3.6,-2.81
Negeri Sembilan,P.132 Port Dickson,P.132,N.33 Sri Tanjung,N.33,31.1,32,-0.9,-2.81
Terengganu,P.038 Hulu Terengganu,P.038,N.22 Manir,N.22,31.1,32,-0.9,-2.81
Kedah,P.004 Langkawi,P.004,N.01 Ayer Hangat,N.01,289.6,298,-8.4,-2.82
Melaka,P.138 Kota Melaka,P.138,N.20 Kota Laksamana,N.20,6.8,7,-0.2,-2.86
Selangor,P.092 Sabak Bernam,P.092,N.02 Sabak,N.02,152.4,157,-4.6,-2.93
Selangor,P.100 Pandan,P.100,N.22 Teratai,N.22,12.6,13,-0.4,-3.08
Selangor,P.093 Sungai Besar,P.093,N.03 Sungai Panjang,N.03,371.2,383,-11.8,-3.08
Pulau Pinang,P.048 Bukit Bendera,P.048,N.22 Tanjong Bunga,N.22,18.4,19,-0.6,-3.16
Pulau Pinang,P.046 Batu Kawan,P.046,N.18 Bukit Tambun,N.18,63.9,66,-2.1,-3.18
Perak,P.059 Bukit Gantang,P.059,N.13 Kuala Sepetang,N.13,224.6,232,-7.4,-3.19
Negeri Sembilan,P.128 Seremban,P.128,N.12 Temiang,N.12,5.8,6,-0.2,-3.33
Pulau Pinang,P.050 Jelutong,P.050,N.29 Datok Keramat,N.29,2.9,3,-0.1,-3.33
Selangor,P.109 Kapar,P.109,N.44 Selat Klang,N.44,155.6,161,-5.4,-3.35
Selangor,P.092 Sabak Bernam,P.092,N.01 Sungai Air Tawar,N.01,180.5,187,-6.5,-3.48
Pulau Pinang,P.047 Nibong Tebal,P.047,N.19 Jawi,N.19,53.9,56,-2.1,-3.75
Pulau Pinang,P.045 Bukit Mertajam,P.045,N.15 Padang Lalang,N.15,9.6,10,-0.4,-4.0
Terengganu,P.037 Marang,P.037,N.19 Ru Rendang,N.19,124.8,130,-5.2,-4.0
Perak,P.059 Bukit Gantang,P.059,N.15 Trong,N.15,498.9,520,-21.1,-4.06
Kedah,P.009 Alor Setar,P.009,N.13 Kota Darul Aman,N.13,6.7,7,-0.3,-4.29
Selangor,P.106 Damansara,P.106,N.35 Kampung Tunku,N.35,6.7,7,-0.3,-4.29
Selangor,P.113 Sepang,P.113,N.54 Tanjong Sepat,N.54,263.7,276,-12.3,-4.46
Pulau Pinang,P.046 Batu Kawan,P.046,N.17 Bukit Tengah,N.17,49.6,52,-2.4,-4.62
Johor,P.156 Kota Tinggi,P.156,N.37 Johor Lama,N.37,315.2,331,-15.8,-4.77
Terengganu,P.033 Besut,P.033,N.01 Kuala Besut,N.01,63.7,67,-3.3,-4.93
Kelantan,P.020 Pengkalan Chepa,P.020,N.05 Kijang,N.05,22.8,24,-1.2,-5.0
Pahang,P.083 Kuantan,P.083,N.14 Teruntum,N.14,11.4,12,-0.6,-5.0
Perak,P.074 Lumut,P.074,N.52 Pangkor,N.52,115.5,122,-6.5,-5.33
Johor,P.157 Pengerang,P.157,N.39 Tanjung Surat,N.39,393.7,417,-23.3,-5.59
Melaka,P.139 Jasin,P.139,N.28 Sungai Rambai,N.28,87.8,93,-5.2,-5.59
Johor,P.144 Ledang,P.144,N.09 Gambir,N.09,206.7,219,-12.3,-5.62
Perlis,P.003 Arau,P.003,N.14 Simpang Empat,N.14,34.9,37,-2.1,-5.68
Perlis,P.002 Kangar,P.002,N.09 Kuala Perlis,N.09,19.8,21,-1.2,-5.71
Pahang,P.083 Kuantan,P.083,N.15 Tanjung Lumpur,N.15,39.6,42,-2.4,-5.71
Melaka,P.138 Kota Melaka,P.138,N.22 Bandar Hilir,N.22,4.7,5,-0.3,-6.0
Perak,P.057 Parit Buntar,P.057,N.09 Kuala Kurau,N.09,70.4,75,-4.6,-6.13
Pulau Pinang,P.048 Bukit Bendera,P.048,N.25 Pulau Tikus,N.25,5.6,6,-0.4,-6.67
Terengganu,P.036 Kuala Terengganu,P.036,N.15 Ladang,N.15,8.4,9,-0.6,-6.67
Perak,P.057 Parit Buntar,P.057,N.08 Titi Serong,N.08,65.1,70,-4.9,-7.0
Melaka,P.136 Tangga Batu,P.136,N.12 Pantai Kundor,N.12,15.8,17,-1.2,-7.06
Melaka,P.139 Jasin,P.139,N.26 Serkam,N.26,39.0,42,-3.0,-7.14
Pulau Pinang,P.042 Tasek Gelugor,P.042,N.06 Telok Ayer Tawar,N.06,16.7,18,-1.3,-7.22
Terengganu,P.036 Kuala Terengganu,P.036,N.16 Batu Buruk,N.16,21.2,23,-1.8,-7.83
Kelantan,P.025 Bachok,P.025,N.21 Pantai Irama,N.21,77.2,84,-6.8,-8.1
Terengganu,P.040 Kemaman,P.040,N.31 Cukai,N.31,58.8,64,-5.2,-8.13
Pulau Pinang,P.046 Batu Kawan,P.046,N.16 Perai,N.16,10.1,11,-0.9,-8.18
Johor,P.158 Tebrau,P.158,N.40 Tiram,N.40,309.6,343,-33.4,-9.74
Kelantan,P.020 Pengkalan Chepa,P.020,N.06 Chempaka,N.06,27.0,30,-3.0,-10.0
Terengganu,P.039 Dungun,P.039,N.27 Sura,N.27,16.1,18,-1.9,-10.56
Selangor,P.110 Klang,P.110,N.46 Pelabuhan Klang,N.46,107.2,122,-14.8,-12.13
Pulau Pinang,P.050 Jelutong,P.050,N.30 Sungai Pinang,N.30,3.5,4,-0.5,-12.5
Pulau Pinang,P.043 Bagan,P.043,N.08 Bagan Jermal,N.08,5.2,6,-0.8,-13.33
Perak,P.075 Bagan Datuk,P.075,N.53 Rungkup,N.53,223.5,264,-40.5,-15.34
Pulau Pinang,P.043 Bagan,P.043,N.09 Bagan Dalam,N.09,5.9,7,-1.1,-15.71
Pulau Pinang,P.049 Tanjong,P.049,N.26 Padang Kota,N.26,2.5,3,-0.5,-16.67
Pulau Pinang,P.050 Jelutong,P.050,N.31 Batu Lancang,N.31,2.5,3,-0.5,-16.67
Melaka,P.138 Kota Melaka,P.138,N.23 Telok Mas,N.23,17.5,21,-3.5,-16.67
Pulau Pinang,P.049 Tanjong,P.049,N.28 Komtar,N.28,1.6,2,-0.4,-20.0
