state,parlimen,code_parlimen,dun,code_dun,area_compute,area_gazette,diff,diff_perc
Pulau Pinang,P.046 Batu Kawan,P.046,N.17 Bukit Tengah,N.17,51.1,51,0.1,0.2
Selangor,P.094 Hulu Selangor,P.094,N.05 Hulu Bernam,N.05,574.1,573,1.1,0.19
Johor,P.146 Muar,P.146,N.16 Sungai Balang,N.16,209.4,209,0.4,0.19
Kedah,P.006 Kubang Pasu,P.006,N.06 Jitra,N.06,168.3,168,0.3,0.18
Pulau Pinang,P.045 Bukit Mertajam,P.045,N.14 Machang Bubuk,N.14,56.1,56,0.1,0.18
Johor,P.155 Tenggara,P.155,N.35 Pasir Raja,N.35,353.5,353,0.5,0.14
Melaka,P.135 Alor Gajah,P.135,N.10 Asahan,N.10,212.3,212,0.3,0.14
Kedah,P.012 Jerai,P.012,N.20 Sungai Limau,N.20,144.1,144,0.1,0.07
Kedah,P.018 Kulim-Bandar Baharu,P.018,N.36 Bandar Baharu,N.36,272.2,272,0.2,0.07
Negeri Sembilan,P.129 Kuala Pilah,P.129,N.16 Seri Menanti,N.16,328.1,328,0.1,0.03
Pulau Pinang,P.050 Jelutong,P.050,N.29 Datok Keramat,N.29,3.0,3,0.0,0.0
Melaka,P.135 Alor Gajah,P.135,N.08 Machap,N.08,161.0,161,0.0,0.0
Pulau Pinang,P.042 Tasek Gelugor,P.042,N.04 Permatang Berangan,N.04,56.0,56,0.0,0.0
Kedah,P.009 Alor Star,P.009,N.14 Alor Mengkudu,N.14,79.0,79,0.0,0.0
Pulau Pinang,P.053 Balik Pulau,P.053,N.38 Bayan Lepas,N.38,37.0,37,0.0,0.0
Kedah,P.009 Alor Star,P.009,N.13 Kota Darul Aman,N.13,4.0,4,0.0,0.0
Pulau Pinang,P.052 Bayan Baru,P.052,N.35 Batu Uban,N.35,14.0,14,0.0,0.0
Pulau Pinang,P.048 Bukit Bendera,P.048,N.22 Tanjong Bunga,N.22,18.0,18,0.0,0.0
Selangor,P.098 Gombak,P.098,N.16 Batu Caves,N.16,66.0,66,0.0,0.0
Melaka,P.139 Jasin,P.139,N.27 Merlimau,N.27,117.0,117,0.0,0.0
Perak,P.055 Lenggong,P.055,N.03 Kenering,N.03,1796.9,1798,-1.1,-0.06
Perak,P.069 Parit,P.069,N.38 Belanja,N.38,290.8,291,-0.2,-0.07
Pahang,P.081 Jerantut,P.081,N.09 Tahan,N.09,5809.3,5821,-11.7,-0.2
Pulau Pinang,P.047 Nibong Tebal,P.047,N.21 Sungai Acheh,N.21,36.9,37,-0.1,-0.27
Selangor,P.094 Hulu Selangor,P.094,N.07 Batang Kali,N.07,477.7,479,-1.3,-0.27
Melaka,P.134 Masjid Tanah,P.134,N.02 Tanjung Bidara,N.02,36.9,37,-0.1,-0.27
Terengganu,P.034 Setiu,P.034,N.06 Permaisuri,N.06,703.8,706,-2.2,-0.31
Melaka,P.134 Masjid Tanah,P.134,N.05 Taboh Naning,N.05,93.7,94,-0.3,-0.32
Pahang,P.085 Pekan,P.085,N.23 Chini,N.23,589.1,591,-1.9,-0.32
Kelantan,P.030 Jeli,P.030,N.36 Bukit Bunga,N.36,234.2,235,-0.8,-0.34
Pahang,P.084 Paya Besar,P.084,N.17 Sungai Lembing,N.17,1054.4,1058,-3.6,-0.34
Negeri Sembilan,P.126 Jelebu,P.126,N.03 Sungai Lui,N.03,317.8,319,-1.2,-0.38
Kelantan,P.027 Tanah Merah,P.027,N.27 Gual Ipoh,N.27,411.3,413,-1.7,-0.41
Terengganu,P.038 Hulu Terengganu,P.038,N.21 Telemung,N.21,3211.4,3225,-13.6,-0.42
Kelantan,P.030 Jeli,P.030,N.37 Air Lanas,N.37,381.3,383,-1.7,-0.44
Pahang,P.078 Cameron Highlands,P.078,N.01 Tanah Rata,N.01,676.0,679,-3.0,-0.44
Kedah,P.011 Pendang,P.011,N.18 Tokai,N.18,156.3,157,-0.7,-0.45
Pulau Pinang,P.052 Bayan Baru,P.052,N.37 Batu Maung,N.37,20.9,21,-0.1,-0.48
Johor,P.161 Pulai,P.161,N.47 Kempas,N.47,20.9,21,-0.1,-0.48
Negeri Sembilan,P.129 Kuala Pilah,P.129,N.15 Juasseh,N.15,205.0,206,-1.0,-0.49
Perlis,P.001 Padang Besar,P.001,N.02 Beseri,N.02,136.3,137,-0.7,-0.51
Negeri Sembilan,P.129 Kuala Pilah,P.129,N.17 Senaling,N.17,109.4,110,-0.6,-0.55
Kelantan,P.025 Bachok,P.025,N.22 Jelawat,N.22,122.3,123,-0.7,-0.57
Perlis,P.003 Arau,P.003,N.11 Pauh,N.11,50.7,51,-0.3,-0.59
Perak,P.076 Telok Intan,P.076,N.56 Changkat Jong,N.56,741.6,746,-4.4,-0.59
Perak,P.063 Tambun,P.063,N.23 Manjoi,N.23,150.1,151,-0.9,-0.6
Perak,P.077 Tanjong Malim,P.077,N.58 Slim,N.58,448.2,451,-2.8,-0.62
Kedah,P.013 Sik,P.013,N.24 Jeneri,N.24,332.9,335,-2.1,-0.63
Pahang,P.089 Bentong,P.089,N.34 Ketari,N.34,534.6,538,-3.4,-0.63
Terengganu,P.034 Setiu,P.034,N.08 Batu Rakit,N.08,132.1,133,-0.9,-0.68
Pulau Pinang,P.053 Balik Pulau,P.053,N.40 Telok Bahang,N.40,66.5,67,-0.5,-0.75
Terengganu,P.033 Besut,P.033,N.04 Hulu Besut,N.04,742.1,748,-5.9,-0.79
Perak,P.054 Gerik,P.054,N.02 Temengor,N.02,4013.7,4049,-35.3,-0.87
Kedah,P.010 Kuala Kedah,P.010,N.15 Anak Bukit,N.15,87.2,88,-0.8,-0.91
Pahang,P.078 Cameron Highlands,P.078,N.02 Jelai,N.02,2407.9,2430,-22.1,-0.91
Pahang,P.080 Raub,P.080,N.06 Batu Talam,N.06,1061.1,1071,-9.9,-0.92
Johor,P.147 Parit Sulong,P.147,N.17 Semerah,N.17,140.6,142,-1.4,-0.99
Johor,P.153 Sembrong,P.153,N.31 Kahang,N.31,951.1,961,-9.9,-1.03
Pulau Pinang,P.044 Permatang Pauh,P.044,N.11 Permatang Pasir,N.11,28.7,29,-0.3,-1.03
Negeri Sembilan,P.133 Tampin,P.133,N.34 Gemas,N.34,326.6,330,-3.4,-1.03
Negeri Sembilan,P.127 Jempol,P.127,N.05 Serting,N.05,443.3,448,-4.7,-1.05
Kedah,P.016 Baling,P.016,N.31 Kupang,N.31,465.0,470,-5.0,-1.06
Kelantan,P.030 Jeli,P.030,N.38 Kuala Balah,N.38,915.5,926,-10.5,-1.13
Kedah,P.007 Padang Terap,P.007,N.08 Pedu,N.08,684.0,692,-8.0,-1.16
Selangor,P.111 Kota Raja,P.111,N.50 Sri Muda,N.50,92.9,94,-1.1,-1.17
Negeri Sembilan,P.126 Jelebu,P.126,N.01 Chennah,N.01,720.5,730,-9.5,-1.3
Negeri Sembilan,P.131 Rembau,P.131,N.27 Rantau,N.27,122.3,124,-1.7,-1.37
Kelantan,P.029 Machang,P.029,N.33 Pulai Chondong,N.33,143.0,145,-2.0,-1.38
Perak,P.073 Pasir Salak,P.073,N.49 Kampong Gajah,N.49,823.3,835,-11.7,-1.4
Pahang,P.081 Jerantut,P.081,N.11 Pulau Tawar,N.11,908.9,922,-13.1,-1.42
Perak,P.059 Bukit Gantang,P.059,N.14 Changkat Jering,N.14,82.8,84,-1.2,-1.43
Selangor,P.101 Hulu Langat,P.101,N.24 Semenyih,N.24,335.9,341,-5.1,-1.5
Kedah,P.015 Sungai Petani,P.015,N.29 Sidam,N.29,89.6,91,-1.4,-1.54
Pahang,P.082 Indera Mahkota,P.082,N.13 Semambu,N.13,86.6,88,-1.4,-1.59
Melaka,P.134 Masjid Tanah,P.134,N.04 Lendu,N.04,70.8,72,-1.2,-1.67
Pahang,P.088 Temerloh,P.088,N.31 Lanchang,N.31,804.2,818,-13.8,-1.69
Pulau Pinang,P.042 Tasek Gelugor,P.042,N.06 Telok Ayer Tawar,N.06,16.7,17,-0.3,-1.76
Pulau Pinang,P.051 Bukit Gelugor,P.051,N.34 Paya Terubong,N.34,16.7,17,-0.3,-1.76
Pulau Pinang,P.047 Nibong Tebal,P.047,N.20 Sungai Bakap,N.20,83.5,85,-1.5,-1.76
Negeri Sembilan,P.130 Rasah,P.130,N.20 Labu,N.20,144.3,147,-2.7,-1.84
Terengganu,P.033 Besut,P.033,N.03 Jertih,N.03,127.6,130,-2.4,-1.85
Pahang,P.091 Rompin,P.091,N.40 Bukit Ibam,N.40,1951.9,1990,-38.1,-1.91
Kedah,P.017 Padang Serai,P.017,N.33 Merbau Pulas,N.33,264.7,270,-5.3,-1.96
Terengganu,P.039 Dungun,P.039,N.25 Bukit Besi,N.25,2108.0,2153,-45.0,-2.09
Perak,P.069 Parit,P.069,N.39 Bota,N.39,268.2,274,-5.8,-2.12
Selangor,P.094 Hulu Selangor,P.094,N.06 Kuala Kubu Baharu,N.06,650.5,665,-14.5,-2.18
Johor,P.140 Segamat,P.140,N.02 Jementah,N.02,349.1,357,-7.9,-2.21
Kelantan,P.024 Kubang Kerian,P.024,N.18 Pasir Tumboh,N.18,37.1,38,-0.9,-2.37
Selangor,P.103 Puchong,P.103,N.29 Seri Serdang,N.29,82.0,84,-2.0,-2.38
Kelantan,P.026 Ketereh,P.026,N.24 Kadok,N.24,46.8,48,-1.2,-2.5
Pahang,P.080 Raub,P.080,N.07 Tras,N.07,364.6,374,-9.4,-2.51
Perak,P.062 Sungai Siput,P.062,N.22 Jalong,N.22,472.7,485,-12.3,-2.54
Kelantan,P.028 Pasir Puteh,P.028,N.30 Limbongan,N.30,103.3,106,-2.7,-2.55
Melaka,P.139 Jasin,P.139,N.25 Rim,N.25,100.3,103,-2.7,-2.62
Perak,P.071 Gopeng,P.071,N.45 Teja,N.45,399.1,410,-10.9,-2.66
Pahang,P.087 Kuala Krau,P.087,N.27 Jenderak,N.27,782.3,806,-23.7,-2.94
Melaka,P.137 Bukit Katil,P.137,N.17 Bukit Baru,N.17,16.5,17,-0.5,-2.94
Selangor,P.097 Selayang,P.097,N.14 Rawang,N.14,107.5,111,-3.5,-3.15
Perlis,P.003 Arau,P.003,N.13 Guar Sanji,N.13,42.6,44,-1.4,-3.18
Pulau Pinang,P.053 Balik Pulau,P.053,N.39 Pulau Betong,N.39,42.6,44,-1.4,-3.18
Perak,P.060 Taiping,P.060,N.17 Pokok Assam,N.17,45.5,47,-1.5,-3.19
Kelantan,P.020 Pengkalan Chepa,P.020,N.06 Chempaka,N.06,28.9,30,-1.1,-3.67
Kelantan,P.031 Kuala Krai,P.031,N.39 Mengkebang,N.39,553.8,575,-21.2,-3.69
Melaka,P.139 Jasin,P.139,N.28 Sungai Rambai,N.28,86.6,90,-3.4,-3.78
Pahang,P.090 Bera,P.090,N.38 Triang,N.38,272.9,284,-11.1,-3.91
Perlis,P.002 Kangar,P.002,N.10 Kayang,N.10,28.8,30,-1.2,-4.0
Terengganu,P.035 Kuala Nerus,P.035,N.09 Tepuh,N.09,231.1,241,-9.9,-4.11
Perak,P.074 Lumut,P.074,N.50 Sitiawan,N.50,109.2,114,-4.8,-4.21
Kelantan,P.023 Rantau Panjang,P.023,N.14 Meranti,N.14,79.5,83,-3.5,-4.22
Kedah,P.015 Sungai Petani,P.015,N.28 Bakar Arang,N.28,31.6,33,-1.4,-4.24
Kelantan,P.022 Pasir Mas,P.022,N.13 Chetok,N.13,114.9,120,-5.1,-4.25
Negeri Sembilan,P.130 Rasah,P.130,N.22 Rahang,N.22,6.7,7,-0.3,-4.29
Melaka,P.137 Bukit Katil,P.137,N.15 Bachang,N.15,15.3,16,-0.7,-4.37
Johor,P.158 Tebrau,P.158,N.41 Puteri Wangsa,N.41,141.2,148,-6.8,-4.59
Johor,P.151 Simpang Renggam,P.151,N.26 Machap,N.26,384.3,406,-21.7,-5.34
Pahang,P.079 Lipis,P.079,N.04 Cheka,N.04,476.1,503,-26.9,-5.35
Johor,P.164 Pontian,P.164,N.53 Benut,N.53,294.7,312,-17.3,-5.54
Perak,P.067 Kuala Kangsar,P.067,N.35 Manong,N.35,263.9,280,-16.1,-5.75
Terengganu,P.035 Kuala Nerus,P.035,N.12 Bukit Tunggal,N.12,14.1,15,-0.9,-6.0
Kelantan,P.028 Pasir Puteh,P.028,N.29 Selising,N.29,91.9,98,-6.1,-6.22
Perak,P.061 Padang Rengas,P.061,N.19 Chenderoh,N.19,206.3,220,-13.7,-6.23
Pahang,P.083 Kuantan,P.083,N.14 Teruntum,N.14,15.0,16,-1.0,-6.25
Johor,P.155 Tenggara,P.155,N.34 Panti,N.34,805.1,863,-57.9,-6.71
Perak,P.070 Kampar,P.070,N.42 Tualang Sekah,N.42,243.4,261,-17.6,-6.74
Johor,P.163 Kulai,P.163,N.52 Senai,N.52,116.2,125,-8.8,-7.04
Johor,P.150 Batu Pahat,P.150,N.25 Rengit,N.25,197.1,213,-15.9,-7.46
Perak,P.058 Bagan Serai,P.058,N.11 Gunong Semanggol,N.11,262.8,285,-22.2,-7.79
Pahang,P.088 Temerloh,P.088,N.30 Mentakab,N.30,135.0,147,-12.0,-8.16
Kelantan,P.019 Tumpat,P.019,N.04 Wakaf Bharu,N.04,35.7,39,-3.3,-8.46
Pahang,P.087 Kuala Krau,P.087,N.29 Jengka,N.29,273.2,300,-26.8,-8.93
Perak,P.074 Lumut,P.074,N.52 Pangkor,N.52,118.7,131,-12.3,-9.39
Johor,P.142 Labis,P.142,N.05 Tenang,N.05,297.0,331,-34.0,-10.27
Selangor,P.107 Subang,P.107,N.37 Bukit Lanjan,N.37,25.1,28,-2.9,-10.36
Selangor,P.107 Subang,P.107,N.38 Paya Jaras,N.38,58.1,65,-6.9,-10.62
Perak,P.070 Kampar,P.070,N.41 Keranji,N.41,54.3,61,-6.7,-10.98
Selangor,P.101 Hulu Langat,P.101,N.25 Kajang,N.25,34.5,39,-4.5,-11.54
Selangor,P.103 Puchong,P.103,N.30 Kinrara,N.30,20.3,23,-2.7,-11.74
Johor,P.149 Sri Gading,P.149,N.22 Parit Raja,N.22,150.4,171,-20.6,-12.05
Negeri Sembilan,P.130 Rasah,P.130,N.24 Senawang,N.24,10.4,12,-1.6,-13.33
Selangor,P.100 Pandan,P.100,N.22 Teratai,N.22,10.4,12,-1.6,-13.33
Pahang,P.091 Rompin,P.091,N.41 Muadzam Shah,N.41,1983.3,2294,-310.7,-13.54
Negeri Sembilan,P.130 Rasah,P.130,N.23 Mambau,N.23,32.8,38,-5.2,-13.68
Perak,P.060 Taiping,P.060,N.18 Aulong,N.18,20.6,24,-3.4,-14.17
Perak,P.056 Larut,P.056,N.06 Kubu Gajah,N.06,355.2,415,-59.8,-14.41
Selangor,P.100 Pandan,P.100,N.21 Chempaka,N.21,7.7,9,-1.3,-14.44
Selangor,P.099 Ampang,P.099,N.19 Bukit Antarabangsa,N.19,10.2,12,-1.8,-15.0
Kelantan,P.021 Kota Bharu,P.021,N.09 Kota Lama,N.09,5.1,6,-0.9,-15.0
Selangor,P.106 Petaling Jaya Utara,P.106,N.36 Damansara Utama,N.36,10.1,12,-1.9,-15.83
Johor,P.144 Ledang,P.144,N.09 Gambir,N.09,206.1,245,-38.9,-15.88
Terengganu,P.037 Marang,P.037,N.17 Alur Limbat,N.17,62.6,75,-12.4,-16.53
Perak,P.064 Ipoh Timor,P.064,N.26 Tebing Tinggi,N.26,8.3,10,-1.7,-17.0
Selangor,P.104 Kelana Jaya,P.104,N.32 Seri Setia,N.32,17.6,22,-4.4,-20.0
Perak,P.071 Gopeng,P.071,N.43 Sungai Rapat,N.43,56.6,71,-14.4,-20.28
Perak,P.064 Ipoh Timor,P.064,N.25 Canning,N.25,15.9,20,-4.1,-20.5
Pahang,P.084 Paya Besar,P.084,N.19 Panching,N.19,150.9,190,-39.1,-20.58
Johor,P.165 Tanjong Piai,P.165,N.56 Kukup,N.56,325.1,415,-89.9,-21.66
Selangor,P.110 Klang,P.110,N.47 Pandamaran,N.47,5.4,7,-1.6,-22.86
Terengganu,P.036 Kuala Terengganu,P.036,N.15 Ladang,N.15,8.4,11,-2.6,-23.64
Johor,P.152 Kluang,P.152,N.29 Mahkota,N.29,40.7,54,-13.3,-24.63
Johor,P.160 Johor Bahru,P.160,N.44 Tanjong Puteri,N.44,18.4,25,-6.6,-26.4
Johor,P.145 Bakri,P.145,N.12 Bentayan,N.12,11.6,17,-5.4,-31.76
Perak,P.060 Taiping,P.060,N.16 Kamunting,N.16,45.3,75,-29.7,-39.6
Perak,P.065 Ipoh Barat,P.065,N.28 Bercham,N.28,12.5,21,-8.5,-40.48
Terengganu,P.036 Kuala Terengganu,P.036,N.14 Bandar,N.14,5.1,9,-3.9,-43.33
Selangor,P.109 Kapar,P.109,N.44 Sungai Pinang,N.44,19.0,45,-26.0,-57.78
